X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-64.8273055,-13.4885833,train,0.0034531449682518372,95.43194495541961,0.9591810803195261
-64.8868627,-12.1008393,train,5.8887041354037674E-5,9.691934613988897,0.28608285576047204
-63.4980222,-14.8412291,train,1.7270525721805075E-4,70.50766104936191,0.5402824883793756
-65.54728,-15.55736,train,1.4955852423045215E-4,64.94056782848921,0.5043952093776121
-64.8273055,-13.4885833,train,0.0034531449682518372,95.43194495541961,0.9591810803195261
-61.03725,-14.76875,train,1.837999330016699E-4,72.75495676325924,0.5557031560322159
-65.0773323,-13.9911743,train,9.605895711481718E-5,44.87341511460153,0.39528640940458387
-63.494323,-13.7377603,train,9.949621225701815E-5,47.13530960676877,0.4037204502652568
-65.8436282,-12.8131789,train,1.4376935352648033E-4,63.44751116374229,0.4945261715859712
-65.509588,-12.7323809,train,4.277337701253813E-4,87.523509023711,0.7442914699262211
-64.1974531,-17.3589573,train,1.9496271034203164E-4,74.87396136646194,0.5702084860134335
-63.9935954,-13.292761,train,8.892823598123945E-5,38.59327804784826,0.37700576521474966
-64.1974531,-17.3589573,train,1.9496271034203164E-4,74.87396136646194,0.5702084860134335
-65.54728,-15.55736,train,1.4955852423045215E-4,64.94056782848921,0.5043952093776121
-62.1410022,-18.544191,train,1.6482928706200512E-4,68.69366340615423,0.5286694740109064
-68.002429,-11.2733265,train,1.2860210892908424E-4,59.61997915626794,0.46670353006633214
-64.1635565,-16.3794914,train,5.430284755948087E-4,89.75515087365217,0.7870199783846934
-67.0595295,-11.336005,train,0.0030626972728367338,94.4532824381924,0.9542155369200308
-66.0889516,-13.0316167,train,5.54935121568708E-5,8.077722788792748,0.27411569587242807
-64.7210011,-16.4141706,train,2.0064701446938053E-4,75.70008921330054,0.5772368867557828
-65.4925636,-13.0480452,train,1.7143376792252602E-4,70.27198070160819,0.5384465841969817
-61.1421609,-17.8187112,train,9.041968336757592E-5,40.202196074135145,0.38092014467421126
-65.5697823,-14.5714198,train,1.1113563813274146E-4,53.76026355041179,0.4306118958858078
-57.5090998,-18.1980362,train,2.0723111753551015E-5,0.5488910315865603,0.12359080991551673
-65.0773323,-13.9911743,train,9.605895711481718E-5,44.87341511460153,0.39528640940458387
-58.770685,-16.336975,train,1.1844082745908161E-4,56.320871336626716,0.4462848393231609
