Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
4.57428E-8,0.000004574,0.000320124,1,0,0
1.6173E-7,0.000025454,0.001130928,0.999802235,0,0
2.55366E-7,0.00005099,0.001784521,0.999703352,0,0
6.43164E-7,0.000115307,0.004482347,0.999604469,0,0
7.43953E-7,0.00025661,0.005181131,0.999406704,0,0
2.95768E-6,0.000738088,0.020285467,0.999110056,0,0
3.29565E-6,0.001067653,0.022551224,0.999011174,0,0.025641026
4.82987E-6,0.002814769,0.032706071,0.998615643,0,0.025641026
7.74273E-6,0.005022719,0.051416725,0.998318995,0,0.025641026
9.64843E-6,0.010277244,0.063271135,0.9977257,0,0.025641026
1.13811E-5,0.025225656,0.073794743,0.996341343,0,0.025641026
1.33844E-5,0.050244784,0.085671284,0.99436369,0,0.025641026
1.55154E-5,0.101215271,0.097974994,0.990902798,0,0.025641026
1.84531E-5,0.200168488,0.114403897,0.985167606,0,0.025641026
2.04889E-5,0.301559074,0.125442057,0.980025709,0,0.025641026
2.20821E-5,0.401778615,0.133890152,0.975378226,0,0.025641026
2.27018E-5,0.500294338,0.137132231,0.97102739,0,0.025641026
2.3374E-5,0.601775534,0.140621684,0.966676555,0,0.025641026
2.41496E-5,0.701681337,0.144613184,0.962523485,0,0.025641026
2.44579E-5,0.75036123,0.146189374,0.960545832,0,0.025641026
2.47245E-5,0.802006357,0.147547708,0.958469297,0,0.025641026
2.528E-5,0.902052541,0.150364253,0.954513992,0,0.025641026
2.601E-5,1.002152994,0.154037637,0.950657569,0,0.025641026
2.65723E-5,1.101988821,0.156845151,0.94690003,0,0.025641026
2.71396E-5,1.201380776,0.159659366,0.943241372,0,0.025641026
2.76737E-5,1.302709847,0.162291355,0.939582715,0,0.025641026
2.815E-5,1.400409855,0.164624853,0.936121823,0,0.025641026
2.8741E-5,1.502723149,0.167502043,0.932562049,0,0.025641026
3.00195E-5,1.751922688,0.173659299,0.924157026,0,0.051282051
