Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
7.31916E-8,0.000007319,0.000497817,1,0,0
1.19002E-7,0.000019219,0.000809148,0.999901108,0,0
1.23144E-7,0.000031534,0.000837285,0.999802215,0,0
4.40572E-7,0.000075591,0.002989108,0.999703323,0,0
7.28379E-7,0.000148429,0.004932129,0.99960443,0,0
1.08489E-6,0.000351911,0.007328501,0.999406646,0,0
1.50973E-6,0.000614634,0.010169177,0.999208861,0,0
3.06429E-6,0.001160949,0.020426386,0.999011076,0,0
5.39642E-6,0.002921081,0.035421551,0.998615506,0,0
6.15659E-6,0.005300999,0.040210585,0.998219937,0,0
7.46548E-6,0.010058097,0.048346029,0.99752769,0,0
9.57578E-6,0.025654868,0.0611762,0.995747627,0,0
1.18988E-5,0.050924294,0.07490523,0.993473101,0,0
1.33878E-5,0.100605602,0.083496139,0.989616297,0,0
1.58208E-5,0.200910512,0.09719579,0.982891614,0,0
1.74854E-5,0.300987083,0.106334396,0.97695807,0,0
1.87188E-5,0.40034088,0.112987791,0.971518987,0,0
2.00746E-5,0.501254321,0.120188157,0.966376582,0,0
2.14262E-5,0.600536682,0.127250618,0.961629747,0.008474576,0
2.26311E-5,0.701714814,0.133451461,0.957080696,0.008474576,0
2.3228E-5,0.75227227,0.136490776,0.954905063,0.008474576,0
2.35697E-5,0.801442086,0.138221084,0.952828323,0.008474576,0
2.45142E-5,0.900087333,0.142967895,0.948773734,0.008474576,0
2.51611E-5,1.002058791,0.146189078,0.944719146,0.008474576,0
2.58933E-5,1.101666934,0.149806269,0.940862342,0.008474576,0
2.66626E-5,1.201612381,0.153573436,0.93710443,0.008474576,0
2.73903E-5,1.301609812,0.157106568,0.933445411,0.008474576,0
2.77599E-5,1.400889469,0.15888965,0.929885285,0.008474576,0
2.81884E-5,1.501625003,0.16094723,0.926325158,0.008474576,0
2.95353E-5,1.752517568,0.167350628,0.917721519,0.008474576,0
3.08071E-5,2.00002138,0.173308064,0.909612342,0.008474576,0
3.19819E-5,2.251362258,0.178735754,0.901700949,0.008474576,0
