Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
8.30875E-7,0.000083087,0.006045126,1,0,0
8.67649E-7,0.000169852,0.006310994,0.999901108,0,0
1.4371E-6,0.000313563,0.010409905,0.999802215,0,0
1.61695E-6,0.000628686,0.011697417,0.99960443,0,0
1.78461E-6,0.00114685,0.012894638,0.999307753,0,0
2.75929E-6,0.002642404,0.019797773,0.998615506,0,0
4.08555E-6,0.005408168,0.02903728,0.997824367,0,0
6.06515E-6,0.010051788,0.042508893,0.996934335,0,0
7.77591E-6,0.025418227,0.053853372,0.994758703,0,0
9.64704E-6,0.050903588,0.065957475,0.991890823,0,0
1.13733E-5,0.100162362,0.076852776,0.987341772,0,0
1.39521E-5,0.200606604,0.092663905,0.979628165,0,0
1.58813E-5,0.301533565,0.104142555,0.972903481,0,0.025641026
1.75345E-5,0.401411728,0.113750285,0.966969937,0.008474576,0.025641026
1.90118E-5,0.500190596,0.122163017,0.961629747,0.008474576,0.051282051
1.99632E-5,0.601750929,0.127497131,0.956487342,0.008474576,0.051282051
2.08451E-5,0.701701222,0.132383848,0.951641614,0.008474576,0.051282051
2.12245E-5,0.750032491,0.134469381,0.949367089,0.008474576,0.051282051
2.15279E-5,0.80130817,0.136129681,0.946993671,0.008474576,0.051282051
2.25313E-5,0.900163639,0.141576657,0.942543513,0.008474576,0.051282051
2.3353E-5,1.001305781,0.145985955,0.938192247,0.008474576,0.051282051
2.41206E-5,1.100998302,0.150064363,0.934038766,0.008474576,0.051282051
2.50121E-5,1.20143872,0.154752549,0.929984177,0.008474576,0.051282051
2.58037E-5,1.300365499,0.158871825,0.926127373,0.008474576,0.051282051
2.65501E-5,1.402645785,0.162719745,0.92227057,0.008474576,0.051282051
2.73439E-5,1.502278759,0.166773316,0.918611551,0.008474576,0.051282051
2.8874E-5,1.752766441,0.174477203,0.909810127,0.008474576,0.051282051
3.021E-5,2.001071277,0.181088569,0.901503165,0.008474576,0.102564103
3.13757E-5,2.250661458,0.18677085,0.89349288,0.008474576,0.102564103
3.26155E-5,2.500655807,0.192728681,0.885779272,0.008474576,0.102564103
3.3696E-5,2.752926538,0.19785018,0.878263449,0.008474576,0.102564103
3.4573E-5,3.002381653,0.201960035,0.871044304,0.008474576,0.102564103
3.55141E-5,3.251246436,0.206322852,0.864022943,0.008474576,0.102564103
3.63563E-5,3.503119475,0.210187531,0.857100475,0.008474576,0.102564103
3.72638E-5,3.753165883,0.214309855,0.850375791,0.016949153,0.128205128
3.81223E-5,4.001925432,0.218169632,0.843848892,0.016949153,0.128205128
