X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-65.5697823,-14.5714198,train,1.8984880662324736E-4,64.10028518257353,0.5228721247187818
-63.8044948,-12.8059027,train,4.352218611468721E-4,81.47737774945135,0.7152825428553992
-61.1421609,-17.8187112,train,4.717400040997339E-5,8.935834861557622,0.214024907382085
-66.0889516,-13.0316167,train,7.004586850466902E-5,21.76668037332024,0.2879163681248151
-64.2216981,-12.5683329,train,0.0014415875720544288,92.12325098258921,0.8927194172953477
-65.6036436,-14.3147754,train,6.464107846215436E-5,18.440945537598452,0.27173740584782924
-64.2216981,-12.5683329,train,0.0014415875720544288,92.12325098258921,0.8927194172953477
-58.772998,-16.7858185,train,1.6533880128503578E-4,58.753839436988535,0.4883323941088669
-58.7131493,-17.6132379,train,9.208660908883496E-5,33.60270270984617,0.34706940339887854
-64.8140277,-14.9867222,train,1.1306485929940857E-4,42.433764435163916,0.39491127585850616
-63.2154214,-15.6003582,train,4.723715465698138E-4,82.03931865100948,0.7316657233872237
-66.6731933,-14.8187481,train,9.191450923271374E-5,33.506255936120844,0.346645614900694
-63.8337922,-12.9680846,train,7.955912606043722E-5,27.603686835370027,0.3147133187949583
-58.3863536,-17.5890908,train,0.0010419998591469771,88.82852624050402,0.8574440628289924
-67.4103151,-14.041528,train,2.4271362762697305E-4,71.51691253548195,0.5835118266091298
-65.7986976,-14.5164311,train,8.361066668000434E-5,29.66526527782359,0.3255229895849347
-66.3662447,-14.8330874,train,3.3352574909593376E-4,77.63479519713565,0.6581463190049899
-66.2464311,-11.2640297,train,1.768063324171417E-4,61.47699622444051,0.5050946634476529
-67.0595295,-11.336005,train,0.005538766197006586,98.8915598750787,0.9696709691585352
-63.4067179,-14.3027334,train,0.0011947967451991272,90.21485483361289,0.8733662299297996
-63.1688888,-12.7944444,train,2.1423348305732096E-4,68.27602046868904,0.5528990075285551
-61.8870283,-15.5681141,train,9.95296603439794E-5,37.20800246558562,0.3648859120872804
-65.3655381,-13.2276472,train,0.0013662190290394736,91.27107397659026,0.8874671935201778
-63.1688888,-12.7944444,train,2.1423348305732096E-4,68.27602046868904,0.5528990075285551
-64.8028785,-12.9703538,train,7.082739969922392E-5,22.315386725080543,0.29019654353634455
-64.8273055,-13.4885833,train,0.004259256631528114,97.01524746318631,0.9609160186641699
-63.9935954,-13.292761,train,1.3832407649571176E-4,50.94363143466905,0.44396727519333823
-67.4103151,-14.041528,train,2.4271362762697305E-4,71.51691253548195,0.5835118266091298
-65.1907631,-13.2956066,train,1.4843687969182484E-4,53.969056233662855,0.46144772487446833
-63.2154214,-15.6003582,train,4.723715465698138E-4,82.03931865100948,0.7316657233872237
-65.5894893,-13.2151761,train,6.35153480406736E-5,17.820267647122364,0.26827463827357034
-64.1693257,-13.2964439,train,2.038041596376982E-4,66.49466013001224,0.5405318466016559
-63.494323,-13.7377603,train,1.2093511174579398E-4,45.24754924181224,0.41109961843717235
-60.0813929,-18.0300325,train,4.171843015489844E-5,6.66556709771071,0.19407709555223823
-67.0595295,-11.336005,train,0.005538766197006586,98.8915598750787,0.9696709691585352
-61.7047595,-17.1638675,train,4.815655176525695E-4,82.44631393280716,0.735433344490425
-58.3653197,-19.1390311,train,1.549995187863563E-4,55.90816215342807,0.47221525382846047
-61.7893739,-15.0751911,train,1.3296196482193978E-4,49.13551529433557,0.4342301937823432
-67.231923,-13.2030878,train,7.208361614320279E-5,23.10666729438911,0.2938312047318101
-64.6210838,-12.9766725,train,8.418006271398382E-5,30.02035709031922,0.32701489012864704
-63.8044948,-12.8059027,train,4.352218611468721E-4,81.47737774945135,0.7152825428553992
-57.798307,-18.950768,train,4.7593508594499204E-4,82.2391891975377,0.7331387009711414
-66.3662447,-14.8330874,train,3.3352574909593376E-4,77.63479519713565,0.6581463190049899
-64.2216981,-12.5683329,train,0.0014415875720544288,92.12325098258921,0.8927194172953477
-65.64896,-15.71308,train,3.5193354315870595E-5,4.368448989954958,0.16884736117742719
-65.7986976,-14.5164311,train,8.361066668000434E-5,29.66526527782359,0.3255229895849347
-68.002429,-11.2733265,train,6.168701491076732E-5,16.695917057994468,0.26257993347633407
-63.2154214,-15.6003582,train,4.723715465698138E-4,82.03931865100948,0.7316657233872237
-63.5120708,-16.2473906,train,2.8832716876591125E-4,75.07305923080415,0.6246705531836548
-64.7881944,-14.8370833,train,7.777395823319487E-5,26.650741226272412,0.3098396707561195
-62.9594444,-13.125,train,3.0225648180755787E-4,76.03157692766639,0.6356655572618375
-61.2100719,-17.4602341,train,5.653355978873293E-4,84.02219629457053,0.765440810247966
-61.0940555,-14.9256944,train,5.759565218908485E-4,84.25861931755722,0.7687660214389299
-64.7881944,-14.8370833,train,7.777395823319487E-5,26.650741226272412,0.3098396707561195
-65.1776383,-15.9310118,train,4.600914884895374E-5,8.483278136062589,0.20984908280641992
-61.7096875,-17.3041578,train,5.977701270004108E-4,84.69938047949458,0.775308152516803
-58.482015,-18.0296322,train,8.450641472227732E-5,30.17518373588345,0.3278670082202063
-64.4789919,-15.9741656,train,2.103672391441348E-4,67.59493749777207,0.5483928274649956
-58.4909544,-16.4043475,train,6.224845662847648E-4,85.03469989821997,0.7822868685816364
-64.4873681,-12.7644734,train,5.916318922999928E-5,15.145321198376303,0.25457176925548186
-61.7047595,-17.1638675,train,4.815655176525695E-4,82.44631393280716,0.735433344490425
-64.8273055,-13.4885833,train,0.004259256631528114,97.01524746318631,0.9609160186641699
-65.5894893,-13.2151761,train,6.35153480406736E-5,17.820267647122364,0.26827463827357034
-66.1311417,-14.6834435,train,1.9164827215536153E-4,64.51694115478305,0.525225108283148
-63.2266347,-15.3676296,train,8.872982118738886E-4,87.83065843415326,0.8366492943046255
-58.7131493,-17.6132379,train,9.208660908883496E-5,33.60270270984617,0.34706940339887854
-65.3577346,-16.0042336,train,4.866205936500149E-5,9.747922303795216,0.21929560827919758
-65.6036436,-14.3147754,train,6.464107846215436E-5,18.440945537598452,0.27173740584782924
-58.5980028,-16.9411827,train,1.7268399563379318E-4,60.54371237038449,0.49919692620453604
-58.4711308,-16.6894736,train,5.790838500004956E-4,84.3097155619538,0.7697272363539706
-65.5981924,-12.8772419,train,3.588173638252433E-4,78.79993453913201,0.6743965181032755
-64.4789919,-15.9741656,train,2.103672391441348E-4,67.59493749777207,0.5483928274649956
-62.8327589,-21.892588,train,0.0031430139144790013,95.21314720362285,0.9477604473759251
-63.4067179,-14.3027334,train,0.0011947967451991272,90.21485483361289,0.8733662299297996
-58.5980028,-16.9411827,train,1.7268399563379318E-4,60.54371237038449,0.49919692620453604
-61.7102778,-13.6328333,train,3.368089042495579E-5,3.9392894053580454,0.1627721370583658
-66.0889516,-13.0316167,train,7.004586850466902E-5,21.76668037332024,0.2879163681248151
-63.4098367,-12.6776039,train,2.094468234236731E-4,67.43233907723486,0.5473066474605585
-62.8327589,-21.892588,train,0.0031430139144790013,95.21314720362285,0.9477604473759251
-59.1936544,-17.1998503,train,6.144182857796131E-5,16.537753854582224,0.2618095047169867
-62.1410022,-18.544191,train,2.1694887908002496E-5,1.2365008211892046,0.11129322544542854
-63.4980222,-14.8412291,train,3.233932094239987E-4,77.19907854324862,0.651171657003075
-67.7526889,-11.6886744,train,9.07083858444717E-5,33.04974540946163,0.34366007969304047
-64.0703176,-13.1131275,train,6.011873334359289E-5,15.7215697002406,0.25762411175312866
-63.4098367,-12.6776039,train,2.094468234236731E-4,67.43233907723486,0.5473066474605585
-57.790837,-18.774965,train,1.4373911920355454E-4,52.4812629535085,0.45346614931179
-66.2464311,-11.2640297,train,1.768063324171417E-4,61.47699622444051,0.5050946634476529
-62.3403978,-14.0691353,train,9.272552240668897E-5,33.934594735590814,0.34863790249399956
-58.770685,-16.336975,train,1.425327859802295E-4,52.155058707725864,0.45137824685083006
-63.2266347,-15.3676296,train,8.872982118738886E-4,87.83065843415326,0.8366492943046255
-65.509588,-12.7323809,train,5.090341586444356E-4,83.01426818822692,0.746084914167127
-58.42285,-17.7988857,train,3.499552383628215E-5,4.3033002286670445,0.16805773778376887
-63.4795112,-14.1316603,train,1.4018131848317773E-4,51.564754615390896,0.4472621647877152
-62.7531507,-13.0517155,train,6.918865063436785E-5,21.253757667194478,0.285398465145948
-59.0219023,-16.7150571,train,1.3444366304794946E-4,49.6402099094327,0.4369547492552118
-61.8609996,-17.0277732,train,1.9541475956325456E-4,65.17828996322925,0.5300758135709782
-67.2162582,-12.6270519,train,3.122242275218187E-4,76.55958942640343,0.6431462239447138
-64.7614134,-15.19307,train,0.0016677466768976687,93.09321539099138,0.9058984837860812
-64.1635565,-16.3794914,train,0.0014337894089413064,91.96627759990483,0.8921988346063261
-59.0072029,-16.5648728,train,1.875150154984689E-4,63.6455140262091,0.519785492551296
-58.4711308,-16.6894736,train,5.790838500004956E-4,84.3097155619538,0.7697272363539706
-64.46925,-13.2396111,train,2.89858624903106E-4,75.25339310613685,0.625911759808745
-61.7047595,-17.1638675,train,4.815655176525695E-4,82.44631393280716,0.735433344490425
-67.4103151,-14.041528,train,2.4271362762697305E-4,71.51691253548195,0.5835118266091298
-64.8273055,-13.4885833,train,0.004259256631528114,97.01524746318631,0.9609160186641699
-64.1635565,-16.3794914,train,0.0014337894089413064,91.96627759990483,0.8921988346063261
-59.1926449,-16.6501122,train,6.59092524645288E-4,85.54640485211884,0.7918624130231738
-64.1635565,-16.3794914,train,0.0014337894089413064,91.96627759990483,0.8921988346063261
-58.667916,-17.2962265,train,2.8207644193955367E-4,74.60342197882805,0.6195179083701143
-65.182401,-14.8210659,train,2.4515789556990754E-4,71.76778271929548,0.5859449403386564
-63.4067179,-14.3027334,train,0.0011947967451991272,90.21485483361289,0.8733662299297996
-59.3997676,-16.5679385,train,1.4981289944140645E-4,54.32679099632064,0.46374165099506476
-64.7881944,-14.8370833,train,7.777395823319487E-5,26.650741226272412,0.3098396707561195
-65.1229797,-15.5851605,train,2.4450137833047995E-4,71.69941707084169,0.5852942158494359
-65.3655381,-13.2276472,train,0.0013662190290394736,91.27107397659026,0.8874671935201778
-66.3044892,-14.6470541,train,2.0170380206770676E-4,66.07506764364372,0.537957998365147
-61.7893739,-15.0751911,train,1.3296196482193978E-4,49.13551529433557,0.4342301937823432
-64.1693257,-13.2964439,train,2.038041596376982E-4,66.49466013001224,0.5405318466016559
-64.8868627,-12.1008393,test,4.5153402852733214E-5,8.095048331105382,0.20675297407117207
-67.2162582,-12.6270519,test,3.122242275218187E-4,76.55958942640343,0.6431462239447138
-66.1311417,-14.6834435,test,1.9164827215536153E-4,64.51694115478305,0.525225108283148
-64.4797516,-14.9309763,test,2.9804068587310653E-4,75.74756409718572,0.6324064358672639
-63.5120708,-16.2473906,test,2.8832716876591125E-4,75.07305923080415,0.6246705531836548
-64.4789919,-15.9741656,test,2.103672391441348E-4,67.59493749777207,0.5483928274649956
-64.2565503,-12.8394543,test,9.725340799084206E-5,36.15056805113652,0.3595413009716433
-60.3375499,-17.9561424,test,2.8079701200725962E-5,2.4780819094305784,0.1394784356767907
