Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
3.20551E-9,0.000000321,0.000021106,1,0,0
1.3605E-8,0.000002007,0.000089572,0.999802215,0,0
3.21963E-8,0.000005227,0.000211946,0.999703323,0,0
4.97619E-8,0.000010203,0.000327542,0.99960443,0,0
9.21061E-8,0.000026797,0.000606089,0.999406646,0,0
1.59492E-7,0.000053937,0.001049047,0.999208861,0,0
4.59487E-7,0.00012216,0.00301629,0.999011076,0,0
7.61124E-7,0.000319169,0.004986505,0.998714399,0,0
1.59412E-6,0.000573422,0.010387183,0.998516614,0,0
2.94854E-6,0.00113117,0.019044412,0.998318829,0,0
4.29414E-6,0.002800086,0.0274966,0.997923259,0,0
6.26017E-6,0.005499253,0.039587295,0.997428797,0,0
6.87437E-6,0.010208085,0.043303082,0.996736551,0,0
8.31719E-6,0.025292779,0.051919833,0.994758703,0,0
1.06527E-5,0.051022312,0.065543733,0.992088608,0,0
1.20099E-5,0.101106925,0.07328221,0.987737342,0,0
1.4311E-5,0.2013651,0.086113907,0.980221519,0,0.025641026
1.56659E-5,0.300134793,0.0935046,0.97369462,0,0.025641026
1.6821E-5,0.401086615,0.099711267,0.967563291,0,0.025641026
1.80636E-5,0.500423326,0.106294415,0.961926424,0,0.025641026
1.91142E-5,0.601154122,0.111785551,0.956586234,0,0.025641026
1.99214E-5,0.700649363,0.115958944,0.951542722,0,0.025641026
2.02753E-5,0.750858211,0.117776453,0.949070411,0,0.025641026
2.06108E-5,0.800048374,0.119492372,0.946696994,0,0.025641026
2.15976E-5,0.90133582,0.124500929,0.941950158,0.008474576,0.025641026
2.23508E-5,1.000327078,0.12828575,0.9375,0.008474576,0.025641026
2.30048E-5,1.100174446,0.131545965,0.933148734,0.008474576,0.025641026
2.34412E-5,1.200061683,0.133707822,0.928896361,0.008474576,0.025641026
2.40032E-5,1.302177514,0.136475661,0.924643987,0.008474576,0.051282051
2.45902E-5,1.401717029,0.139348014,0.920589399,0.008474576,0.051282051
2.50631E-5,1.501119747,0.14164823,0.916633703,0.008474576,0.051282051
2.62497E-5,1.750250188,0.147366486,0.907041139,0.008474576,0.051282051
2.70953E-5,2.000798539,0.151395037,0.897745253,0.016949153,0.051282051
2.78568E-5,2.25072189,0.154990541,0.888746044,0.033898305,0.051282051
2.86969E-5,2.502359163,0.158921621,0.87994462,0.033898305,0.051282051
2.94317E-5,2.752052386,0.162330294,0.871439873,0.033898305,0.051282051
3.01771E-5,3.002267776,0.165760138,0.863132911,0.033898305,0.051282051
3.07499E-5,3.252397772,0.168376513,0.855023734,0.033898305,0.051282051
3.12757E-5,3.500653721,0.170764171,0.847112342,0.033898305,0.051282051
3.18724E-5,3.75001416,0.173457038,0.839299842,0.033898305,0.051282051
3.2507E-5,4.000786433,0.176301791,0.831586234,0.033898305,0.051282051
3.31827E-5,4.250533879,0.17930937,0.824070411,0.033898305,0.051282051
3.38898E-5,4.502456636,0.182433373,0.816653481,0.033898305,0.051282051
3.45163E-5,4.752177493,0.185181132,0.809434335,0.033898305,0.051282051
3.51733E-5,5.003100219,0.188043195,0.802314082,0.042372881,0.051282051
3.58264E-5,5.251687545,0.190868436,0.795391614,0.042372881,0.051282051
3.64439E-5,5.501053446,0.193521532,0.788568038,0.042372881,0.051282051
3.73474E-5,5.751889736,0.197372352,0.781843354,0.042372881,0.051282051
3.79725E-5,6.000594618,0.200015042,0.775316456,0.042372881,0.051282051
3.86506E-5,6.253458852,0.202862423,0.768789557,0.042372881,0.051282051
3.91782E-5,6.502622113,0.205063752,0.762460443,0.042372881,0.051282051
3.98447E-5,6.751354575,0.207827153,0.756230222,0.042372881,0.051282051
4.03849E-5,7.000102825,0.210052743,0.750098892,0.042372881,0.051282051
4.08829E-5,7.251932129,0.212093772,0.743967563,0.042372881,0.051282051
4.13688E-5,7.502542675,0.214075099,0.737935127,0.042372881,0.051282051
4.18655E-5,7.752110381,0.216089872,0.732001582,0.042372881,0.051282051
4.24197E-5,8.000866902,0.218325953,0.72616693,0.050847458,0.051282051
4.30243E-5,8.252907828,0.220750716,0.720332278,0.050847458,0.051282051
4.36828E-5,8.500385085,0.223374413,0.714695411,0.050847458,0.051282051
4.41805E-5,8.750930725,0.225346161,0.709058544,0.050847458,0.051282051
4.48707E-5,9.000183473,0.228063779,0.70352057,0.050847458,0.051282051
4.55237E-5,9.253384866,0.230617145,0.697982595,0.059322034,0.076923077
4.60785E-5,9.500514292,0.23277339,0.692642405,0.059322034,0.076923077
4.6725E-5,9.751051067,0.23527107,0.687302215,0.059322034,0.076923077
4.73603E-5,10.000263003,0.237709606,0.682060918,0.059322034,0.076923077
4.79309E-5,10.252958995,0.239886337,0.67681962,0.059322034,0.128205128
4.84619E-5,10.503322198,0.241901112,0.671677215,0.059322034,0.128205128
4.88648E-5,10.751525527,0.24342268,0.666633703,0.059322034,0.128205128
4.94085E-5,11.002249945,0.245466473,0.66159019,0.06779661,0.153846154
4.99886E-5,11.250439124,0.247634817,0.65664557,0.06779661,0.153846154
