Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
2.63874E-7,0.000026387,0.00167262,1,0,0
3.44533E-7,0.000060841,0.002182779,0.999901117,0,0
4.6712E-7,0.000143911,0.002957128,0.999703352,0,0
5.81996E-7,0.000308056,0.003681679,0.999406704,0,0
6.22728E-7,0.000551577,0.003938329,0.999011174,0,0
7.13735E-7,0.001026691,0.004511292,0.998318995,0,0
9.8347E-7,0.002523117,0.00620562,0.996637991,0,0
1.53816E-6,0.00505617,0.009671802,0.994561456,0,0
2.21627E-6,0.010161499,0.013876548,0.991891625,0,0
3.43964E-6,0.025146075,0.021372661,0.986650845,0,0
4.94282E-6,0.050175396,0.030428628,0.980619005,0,0
6.35477E-6,0.10004645,0.038783663,0.971818451,0.008474576,0
9.06734E-6,0.200748056,0.054437456,0.95896371,0.008474576,0.025641026
1.05182E-5,0.300728702,0.062602445,0.948976565,0.008474576,0.025641026
1.17107E-5,0.400403228,0.069208952,0.940077128,0.008474576,0.025641026
1.27344E-5,0.500528308,0.074806216,0.931968753,0.016949153,0.051282051
1.37374E-5,0.601066875,0.080225904,0.924453673,0.016949153,0.051282051
1.45781E-5,0.700184653,0.084719262,0.91753189,0.016949153,0.051282051
1.48224E-5,0.750183526,0.086016841,0.91416988,0.016949153,0.051282051
1.50814E-5,0.801012591,0.087388581,0.910807871,0.016949153,0.051282051
1.57167E-5,0.901109098,0.090736087,0.9043805,0.016949153,0.051282051
1.64093E-5,1.000868877,0.094356989,0.898249778,0.016949153,0.051282051
1.70429E-5,1.101087468,0.097644726,0.89231682,0.016949153,0.051282051
1.75736E-5,1.201446555,0.100380014,0.886581628,0.016949153,0.051282051
1.79567E-5,1.300928581,0.102344288,0.881044201,0.016949153,0.051282051
1.86021E-5,1.40128057,0.105634288,0.875605656,0.016949153,0.051282051
1.90418E-5,1.501058066,0.107861819,0.870364877,0.016949153,0.051282051
2.03298E-5,1.750974767,0.114323617,0.857806783,0.016949153,0.051282051
2.14702E-5,2.001880444,0.119967394,0.845940868,0.016949153,0.051282051
2.26607E-5,2.251262587,0.125782469,0.834767131,0.016949153,0.051282051
2.39514E-5,2.500054145,0.132001147,0.82418669,0.016949153,0.051282051
2.53186E-5,2.751220196,0.138492544,0.814100663,0.016949153,0.076923077
2.66584E-5,3.000493566,0.144760245,0.80460793,0.016949153,0.076923077
2.80762E-5,3.252575226,0.151294596,0.795510729,0.016949153,0.076923077
