Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
4.6773E-7,0.000046773,0.003219029,1,0,0
2.94922E-6,0.000341696,0.019956425,0.999901098,0,0
3.52542E-6,0.000694237,0.023762669,0.999802196,0,0
3.5343E-6,0.001047667,0.023821121,0.999703293,0,0
4.62635E-6,0.002807103,0.030953671,0.999307685,0,0
5.5243E-6,0.005290899,0.036740876,0.998813174,0,0
7.57795E-6,0.010266735,0.049720177,0.998120858,0,0
1.1554E-5,0.02574166,0.073880345,0.996637326,0,0
1.38248E-5,0.051233684,0.08713566,0.994659282,0,0
1.62916E-5,0.101225715,0.101111055,0.99139551,0,0
1.88978E-5,0.201346062,0.115419048,0.985758085,0,0
2.08555E-5,0.301548786,0.125871098,0.980812976,0,0
2.19888E-5,0.402176667,0.131809501,0.976164573,0,0
2.30494E-5,0.501055363,0.137294133,0.971812877,0,0
2.41016E-5,0.600175522,0.142667527,0.967658985,0,0
2.48706E-5,0.700664257,0.146552174,0.963603996,0,0
2.51702E-5,0.750698294,0.148056523,0.961625952,0,0
2.56357E-5,0.801595353,0.150382812,0.959647908,0,0
2.61927E-5,0.900329094,0.153149887,0.955889625,0,0
2.66608E-5,1.000874195,0.155461354,0.952131342,0,0
2.709E-5,1.100437103,0.15756964,0.948471961,0,0
2.7715E-5,1.201777586,0.160620888,0.94481258,0,0
2.81558E-5,1.30232321,0.162760035,0.941252102,0,0
2.86852E-5,1.401835693,0.165314116,0.937790525,0,0
2.92884E-5,1.500539687,0.168205682,0.934427851,0,0
3.02808E-5,1.751252466,0.172919712,0.926120067,0,0
3.13548E-5,2.000584103,0.177961498,0.91810899,0,0
3.23238E-5,2.252035182,0.182457539,0.910295718,0,0
3.312E-5,2.500664114,0.186115688,0.902779151,0,0
3.38617E-5,2.751893781,0.189493629,0.895361487,0,0.025641026
3.46478E-5,3.001869909,0.193043322,0.888141628,0,0.025641026
3.5635E-5,3.250958166,0.19745774,0.881119573,0,0.051282051
3.64672E-5,3.500003277,0.201141739,0.874295322,0,0.051282051
3.7272E-5,3.750496413,0.20467196,0.867569973,0.008474576,0.076923077
3.81175E-5,4.002934038,0.208347651,0.860943527,0.016949153,0.128205128
3.86926E-5,4.2527358,0.210828196,0.854514885,0.016949153,0.128205128
3.92823E-5,4.502268659,0.213355792,0.848185145,0.016949153,0.128205128
3.99643E-5,4.751819163,0.21625911,0.841954307,0.016949153,0.128205128
4.04508E-5,5.001183603,0.218316993,0.835822372,0.016949153,0.128205128
4.08983E-5,5.253258847,0.220200238,0.829690436,0.016949153,0.128205128
4.13386E-5,5.504007588,0.222044291,0.823657403,0.016949153,0.128205128
4.17871E-5,5.753514979,0.223914048,0.817723272,0.016949153,0.153846154
4.21591E-5,6.001191695,0.225457854,0.811888043,0.016949153,0.153846154
4.24864E-5,6.251040118,0.226811518,0.806052814,0.016949153,0.153846154
4.29227E-5,6.50295329,0.228608141,0.800217585,0.016949153,0.153846154
4.33307E-5,6.753213645,0.23028074,0.794481258,0.016949153,0.153846154
4.37353E-5,7.001386058,0.231932346,0.788843833,0.016949153,0.153846154
4.42183E-5,7.251927171,0.233894647,0.783206409,0.016949153,0.153846154
4.46673E-5,7.500902161,0.235709541,0.777667886,0.025423729,0.153846154
4.51773E-5,7.752486763,0.237761029,0.772129364,0.025423729,0.153846154
4.57387E-5,8.002303588,0.240006721,0.766689744,0.042372881,0.179487179
4.61922E-5,8.250582344,0.241810692,0.761349026,0.042372881,0.179487179
4.664E-5,8.501191803,0.243584092,0.756008308,0.042372881,0.179487179
4.71547E-5,8.754564068,0.245611864,0.75066759,0.042372881,0.179487179
4.76158E-5,9.000957316,0.247419482,0.745524676,0.042372881,0.179487179
4.81651E-5,9.254783889,0.249561284,0.74028286,0.042372881,0.179487179
4.85603E-5,9.501493042,0.251094665,0.735238849,0.042372881,0.179487179
4.8946E-5,9.750251249,0.252585223,0.730194837,0.042372881,0.179487179
4.93434E-5,10.000817838,0.254115209,0.725150826,0.059322034,0.179487179
4.96754E-5,10.253387126,0.25538824,0.720106814,0.059322034,0.179487179
5.00797E-5,10.502681361,0.256932629,0.715161705,0.059322034,0.179487179
5.04375E-5,10.754012228,0.258294288,0.710216596,0.06779661,0.205128205
5.08403E-5,11.002161241,0.259821082,0.705370389,0.06779661,0.205128205
5.12028E-5,11.252115581,0.261189858,0.700524182,0.06779661,0.205128205
5.16427E-5,11.504288039,0.262843904,0.695677974,0.06779661,0.205128205
5.19623E-5,11.753064198,0.264040862,0.69093067,0.06779661,0.205128205
5.23736E-5,12.003306107,0.265576087,0.686183365,0.06779661,0.205128205
5.28086E-5,12.25054243,0.267192507,0.681534962,0.06779661,0.205128205
5.31989E-5,12.504975375,0.268636647,0.676787657,0.06779661,0.205128205
5.35171E-5,12.750338489,0.26981002,0.672238156,0.06779661,0.205128205
5.38482E-5,13.00272461,0.271026618,0.667589754,0.06779661,0.205128205
5.41912E-5,13.251139764,0.27228314,0.663040253,0.06779661,0.205128205
5.45523E-5,13.501355448,0.273600928,0.658490753,0.06779661,0.205128205
5.50047E-5,13.753199599,0.275245585,0.653941252,0.06779661,0.256410256
5.5396E-5,14.001725006,0.276661724,0.649490654,0.06779661,0.256410256
5.58236E-5,14.251884683,0.278203351,0.645040055,0.06779661,0.256410256
5.62582E-5,14.504063704,0.279763328,0.640589457,0.06779661,0.282051282
5.66687E-5,14.752540774,0.281230353,0.636237761,0.06779661,0.282051282
5.70692E-5,15.002788498,0.282656095,0.631886065,0.06779661,0.282051282
5.7391E-5,15.254683694,0.283797702,0.627534369,0.06779661,0.282051282
5.77216E-5,15.502354651,0.284966541,0.623281575,0.06779661,0.282051282
5.81207E-5,15.751303182,0.286372697,0.619028781,0.06779661,0.282051282
5.85954E-5,16.00217465,0.288038086,0.614775987,0.06779661,0.282051282
5.90517E-5,16.254907817,0.289631232,0.610523193,0.06779661,0.282051282
5.94529E-5,16.503890246,0.291026376,0.606369301,0.06779661,0.282051282
6.0059E-5,16.755049237,0.293123663,0.602215409,0.06779661,0.307692308
6.05161E-5,17.002456541,0.294697128,0.598160419,0.06779661,0.307692308
6.08685E-5,17.25121474,0.295905347,0.59410543,0.06779661,0.307692308
6.12272E-5,17.501590955,0.297131058,0.59005044,0.06779661,0.307692308
6.16917E-5,17.753627149,0.298711889,0.58599545,0.06779661,0.307692308
6.19791E-5,18.001001649,0.29968652,0.582039363,0.06779661,0.307692308
6.24227E-5,18.256200823,0.301185293,0.577984373,0.06779661,0.307692308
6.28631E-5,18.500686594,0.302667209,0.574127188,0.06779661,0.307692308
6.31839E-5,18.7526768,0.303742482,0.570171101,0.06779661,0.307692308
6.3527E-5,19.006079303,0.304888967,0.566215013,0.084745763,0.307692308
6.39672E-5,19.254921519,0.306354429,0.562357828,0.084745763,0.333333333
6.42148E-5,19.504953957,0.307176091,0.558500643,0.084745763,0.333333333
6.45933E-5,19.756102787,0.308428282,0.554643458,0.084745763,0.333333333
6.5134E-5,20.002669269,0.31020906,0.550885175,0.110169492,0.333333333
6.54929E-5,20.2509432,0.311386118,0.547126892,0.118644068,0.333333333
6.59308E-5,20.50076228,0.312817097,0.543368608,0.118644068,0.333333333
6.63791E-5,20.752172725,0.31427563,0.539610325,0.118644068,0.333333333
6.68642E-5,21.005377772,0.315846703,0.535852042,0.118644068,0.333333333
6.73275E-5,21.253452978,0.31734073,0.532192661,0.118644068,0.333333333
6.77159E-5,21.503234727,0.318588401,0.528533281,0.118644068,0.333333333
6.80394E-5,21.754392339,0.319623814,0.5248739,0.118644068,0.333333333
6.84268E-5,22.006789,0.320859753,0.521214519,0.118644068,0.333333333
6.88243E-5,22.25395033,0.32212313,0.51765404,0.118644068,0.333333333
6.92823E-5,22.502654179,0.323573361,0.514093561,0.118644068,0.333333333
6.98628E-5,22.753017093,0.325402031,0.510533083,0.118644068,0.333333333
7.04126E-5,23.005629368,0.327125247,0.506972604,0.118644068,0.333333333
7.06861E-5,23.252551107,0.327979134,0.503511028,0.118644068,0.333333333
7.10822E-5,23.500639022,0.329212082,0.500049451,0.118644068,0.333333333
7.15089E-5,23.750073869,0.330534899,0.496587875,0.118644068,0.333333333
7.18136E-5,24.000936235,0.331476599,0.493126298,0.127118644,0.333333333
7.22009E-5,24.25299267,0.332669415,0.489664722,0.144067797,0.333333333
7.25091E-5,24.506263826,0.333615849,0.486203145,0.144067797,0.333333333
7.27966E-5,24.753341766,0.334496233,0.482840471,0.144067797,0.333333333
7.31578E-5,25.001582635,0.335598738,0.479477796,0.144067797,0.333333333
7.35358E-5,25.250974895,0.336748848,0.476115122,0.152542373,0.358974359
7.38837E-5,25.501533012,0.337803907,0.472752448,0.152542373,0.358974359
7.42553E-5,25.753428101,0.338927245,0.469389774,0.152542373,0.358974359
