X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-62.7531507,-13.0517155,train,1.0990419263900145E-4,42.00117841381208,0.44582499854047397
-65.7986976,-14.5164311,train,6.095543640155121E-5,13.988586989346198,0.30852588045318197
-64.7881944,-14.8370833,train,9.45791115370304E-5,33.765527523330064,0.4090905185308803
-67.0432188,-13.1419384,train,1.1791355924567121E-4,46.27662092034054,0.4632635115562495
-58.7131493,-17.6132379,train,7.515008671900769E-5,22.383101958950988,0.3548756210296588
-65.5697823,-14.5714198,train,5.7971205367161825E-5,12.56075904584555,0.2979212032083086
-64.1693257,-13.2964439,train,1.3957899185457968E-4,57.08735516906109,0.5053667068134359
-64.88275,-14.0742778,train,1.906648269271526E-4,75.01812342804948,0.5825752357461386
-65.4220153,-16.188676,train,0.0037648174636583935,97.71463497954133,0.9649834997865018
-62.3403978,-14.0691353,train,7.863196289872022E-5,24.462106948134295,0.3653113013725631
-65.54728,-15.55736,train,3.2166097558740717E-4,89.98317777583834,0.7018943794223942
-65.0773323,-13.9911743,train,2.4095102311523273E-4,83.68408218938299,0.6381700999389117
-58.9502945,-16.4123624,train,8.731539096693806E-5,29.72731031722185,0.3899229055231843
-57.5090998,-18.1980362,train,6.393665093850323E-5,15.564305346184566,0.3188047183458015
-61.5259422,-17.9805187,train,2.3787675380366224E-4,83.26000393022298,0.635199770011483
-60.0813929,-18.0300325,train,1.9531056493774266E-4,76.23763549447276,0.5884176572440747
-58.7348711,-17.8953164,train,1.9396459453996075E-4,75.81456003254239,0.5867418777692742
-58.770685,-16.336975,train,1.438362600394343E-4,59.13560511140303,0.5128752856276217
-64.4797516,-14.9309763,train,2.6514320495506824E-4,86.09918460729627,0.6599579954371257
-63.4795112,-14.1316603,train,6.719720036419991E-5,17.414760865252216,0.32970238004697056
-59.1936544,-17.1998503,train,7.861858679666899E-5,24.45196506308139,0.36527185733908113
-62.8327589,-21.892588,train,0.0058339640644382166,98.72657801176588,0.9771187177878485
-66.3662447,-14.8330874,train,1.313942184906123E-4,53.23964650339857,0.49026099856471506
-61.1421609,-17.8187112,train,1.2652704610324826E-4,50.53169332390336,0.4808326597263947
-58.772998,-16.7858185,train,2.0360499473385382E-4,78.09681729704927,0.5984518880009218
-65.4220153,-16.188676,train,0.0037648174636583935,97.71463497954133,0.9649834997865018
-61.8609996,-17.0277732,train,1.848371918390151E-4,73.34949133000624,0.5750076935057349
-64.8077701,-12.7811214,train,1.5792250847264453E-4,64.74965176671223,0.5361720521176297
-65.3655381,-13.2276472,train,8.511931069990803E-4,95.6438567139926,0.8616992894674268
-63.5122802,-13.4422956,train,1.714098801317889E-5,0.37763768108361195,0.11148212672992569
-64.4569497,-14.7852521,train,1.0245703829760165E-4,38.14085382005779,0.4285622707425253
-65.5894893,-13.2151761,train,5.999046849765802E-5,13.548756639178777,0.3051320173133501
-59.2303286,-16.8241081,train,6.672302044261401E-5,17.126890088352226,0.3281392564128747
-65.3883542,-14.1493328,train,6.737611992240527E-5,17.508255137302566,0.3302902960904813
-63.85,-12.5111111,train,4.676973221803748E-4,93.7926524006479,0.7739337714028792
-65.0773323,-13.9911743,train,2.4095102311523273E-4,83.68408218938299,0.6381700999389117
-61.5259422,-17.9805187,train,2.3787675380366224E-4,83.26000393022298,0.635199770011483
-61.7893739,-15.0751911,train,1.2757085734334782E-4,51.036011330802026,0.4828839192102627
-58.5980028,-16.9411827,train,1.305077420754837E-4,52.663733762221995,0.48856937000142703
-64.1974531,-17.3589573,train,1.2480170758975669E-4,49.66456804933327,0.4774061719827061
-58.3653197,-19.1390311,train,1.1919450259653046E-4,46.950134347788385,0.4659511771506133
-67.4103151,-14.041528,train,1.410298951841932E-4,58.00073783058913,0.5079515423898637
-66.272708,-14.4280763,train,2.446922508480986E-4,84.0066948604902,0.6417202287492131
-65.5981924,-12.8772419,train,7.042203178519623E-5,19.40519334770755,0.3401430345599845
