Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
3.77215E-7,0.000037722,0.002401779,1,0,0
6.798E-7,0.000105701,0.00432005,0.999901117,0,0
8.09854E-7,0.000266293,0.005142282,0.999703352,0,0
1.81679E-6,0.000609604,0.011462697,0.999505587,0,0
2.05781E-6,0.001006498,0.012963616,0.999307822,0,0
2.74684E-6,0.002509627,0.017229512,0.998714526,0,0
3.93445E-6,0.005323091,0.024496359,0.997824582,0,0
4.96407E-6,0.010201527,0.030709977,0.996736873,0,0
7.65055E-6,0.025485707,0.046556052,0.994462573,0,0
9.10686E-6,0.050324203,0.054931309,0.991594977,0,0
1.07755E-5,0.100397988,0.064348721,0.986650845,0,0
1.2624E-5,0.200909228,0.074564102,0.978245822,0,0.025641026
1.43171E-5,0.300903216,0.083727255,0.970928508,0,0.025641026
1.60126E-5,0.400655375,0.09272338,0.964402255,0,0.025641026
1.76023E-5,0.500122691,0.100999204,0.95856818,0,0.025641026
1.8667E-5,0.600067363,0.106457817,0.953129635,0,0.025641026
1.96375E-5,0.701667869,0.111376326,0.947888856,0,0.025641026
1.99925E-5,0.750541167,0.113161669,0.94541679,0,0.025641026
2.03138E-5,0.801630799,0.114771889,0.942944725,0,0.051282051
2.09358E-5,0.900660159,0.117871888,0.938198359,0,0.051282051
2.15767E-5,1.00055753,0.121043156,0.933550875,0,0.051282051
2.20391E-5,1.100879028,0.123317285,0.929002274,0,0.102564103
2.26173E-5,1.201423336,0.126144359,0.924552556,0,0.102564103
2.31465E-5,1.302080251,0.128716212,0.920201721,0,0.102564103
2.36261E-5,1.400305712,0.131033535,0.91604865,0,0.102564103
2.41808E-5,1.50065111,0.133699064,0.91189558,0.008474576,0.128205128
2.51081E-5,1.752467891,0.138117921,0.901809552,0.008474576,0.128205128
2.60022E-5,2.000606447,0.142335944,0.892217937,0.008474576,0.153846154
2.69391E-5,2.252221414,0.146712124,0.882824088,0.016949153,0.153846154
2.7733E-5,2.501507117,0.150385542,0.873825769,0.016949153,0.153846154
2.8483E-5,2.751836821,0.153827227,0.865025215,0.016949153,0.153846154
