variable,x,y
wc2.0_bio_30s_12,288.6,0.8462260961532593
wc2.0_bio_30s_12,296.4096,0.8462260961532593
wc2.0_bio_30s_12,304.2192,0.8462260961532593
wc2.0_bio_30s_12,312.02880000000005,0.8462260961532593
wc2.0_bio_30s_12,319.83840000000004,0.8462260961532593
wc2.0_bio_30s_12,327.648,0.8462260961532593
wc2.0_bio_30s_12,335.4576,0.8462260961532593
wc2.0_bio_30s_12,343.2672,0.8462260961532593
wc2.0_bio_30s_12,351.07680000000005,0.8462260961532593
wc2.0_bio_30s_12,358.88640000000004,0.8462260961532593
wc2.0_bio_30s_12,366.696,0.8462260961532593
wc2.0_bio_30s_12,374.5056,0.8462260961532593
wc2.0_bio_30s_12,382.3152,0.8462260961532593
wc2.0_bio_30s_12,390.1248,0.8462260961532593
wc2.0_bio_30s_12,397.9344,0.8462260961532593
wc2.0_bio_30s_12,405.744,0.8462260961532593
wc2.0_bio_30s_12,413.5536,0.8462260961532593
wc2.0_bio_30s_12,421.3632,0.8462260961532593
wc2.0_bio_30s_12,429.17280000000005,0.8462260961532593
wc2.0_bio_30s_12,436.9824,0.8462260961532593
wc2.0_bio_30s_12,444.79200000000003,0.8462260961532593
wc2.0_bio_30s_12,452.60159999999996,0.8462260961532593
wc2.0_bio_30s_12,460.4112,0.8462260961532593
wc2.0_bio_30s_12,468.2208,0.8462260961532593
wc2.0_bio_30s_12,476.0304,0.8462260961532593
wc2.0_bio_30s_12,483.84000000000003,0.8462260961532593
wc2.0_bio_30s_12,491.64959999999996,0.8462260961532593
wc2.0_bio_30s_12,499.4592,0.8462260961532593
wc2.0_bio_30s_12,507.2688,0.8462260961532593
wc2.0_bio_30s_12,515.0784,0.8462260961532593
wc2.0_bio_30s_12,522.888,0.8462260961532593
wc2.0_bio_30s_12,530.6976,0.8462260961532593
wc2.0_bio_30s_12,538.5072,0.8462260961532593
wc2.0_bio_30s_12,546.3168000000001,0.8462260961532593
wc2.0_bio_30s_12,554.1264,0.8462260961532593
wc2.0_bio_30s_12,561.936,0.8462260961532593
wc2.0_bio_30s_12,569.7456,0.8462260961532593
wc2.0_bio_30s_12,577.5552,0.8462260961532593
wc2.0_bio_30s_12,585.3648000000001,0.8462260961532593
wc2.0_bio_30s_12,593.1744,0.8462260961532593
wc2.0_bio_30s_12,600.984,0.8462260961532593
wc2.0_bio_30s_12,608.7936,0.8462260961532593
wc2.0_bio_30s_12,616.6032,0.8459910750389099
wc2.0_bio_30s_12,624.4128000000001,0.8452842235565186
wc2.0_bio_30s_12,632.2224,0.8445747494697571
wc2.0_bio_30s_12,640.032,0.8438625931739807
wc2.0_bio_30s_12,647.8416,0.8431478142738342
wc2.0_bio_30s_12,655.6512,0.8424303531646729
wc2.0_bio_30s_12,663.4608000000001,0.8417102098464966
wc2.0_bio_30s_12,671.2704,0.8409874439239502
wc2.0_bio_30s_12,679.08,0.8402619957923889
wc2.0_bio_30s_12,686.8896,0.8395338654518127
wc2.0_bio_30s_12,694.6992,0.8388030529022217
wc2.0_bio_30s_12,702.5088000000001,0.8379623889923096
wc2.0_bio_30s_12,710.3184,0.8368477821350098
wc2.0_bio_30s_12,718.1279999999999,0.8357270359992981
wc2.0_bio_30s_12,725.9376,0.8346000909805298
wc2.0_bio_30s_12,733.7472,0.8334670066833496
wc2.0_bio_30s_12,741.5568000000001,0.832327663898468
wc2.0_bio_30s_12,749.3664,0.8311821222305298
wc2.0_bio_30s_12,757.1759999999999,0.8300303816795349
wc2.0_bio_30s_12,764.9856,0.8288723826408386
wc2.0_bio_30s_12,772.7952,0.8277081251144409
wc2.0_bio_30s_12,780.6048000000001,0.8265376091003418
wc2.0_bio_30s_12,788.4144,0.8253607749938965
wc2.0_bio_30s_12,796.2239999999999,0.8241777420043945
wc2.0_bio_30s_12,804.0336,0.8229883313179016
wc2.0_bio_30s_12,811.8432,0.8217926621437073
wc2.0_bio_30s_12,819.6528,0.8205906748771667
wc2.0_bio_30s_12,827.4623999999999,0.81938236951828
wc2.0_bio_30s_12,835.272,0.8181676864624023
wc2.0_bio_30s_12,843.0816,0.8169466853141785
wc2.0_bio_30s_12,850.8912,0.8157193660736084
wc2.0_bio_30s_12,858.7008,0.8144856691360474
wc2.0_bio_30s_12,866.5103999999999,0.8132455945014954
wc2.0_bio_30s_12,874.32,0.8119990825653076
wc2.0_bio_30s_12,882.1296,0.8107462525367737
wc2.0_bio_30s_12,889.9392,0.8094870448112488
wc2.0_bio_30s_12,897.7488,0.8082213997840881
wc2.0_bio_30s_12,905.5583999999999,0.8069493770599365
wc2.0_bio_30s_12,913.368,0.805670976638794
wc2.0_bio_30s_12,921.1776,0.8043860793113708
wc2.0_bio_30s_12,928.9872,0.8030948042869568
wc2.0_bio_30s_12,936.7968,0.8017971515655518
wc2.0_bio_30s_12,944.6063999999999,0.8004930019378662
wc2.0_bio_30s_12,952.416,0.7991824746131897
wc2.0_bio_30s_12,960.2256,0.7978654503822327
wc2.0_bio_30s_12,968.0352,0.7965420484542847
wc2.0_bio_30s_12,975.8448,0.7952122092247009
wc2.0_bio_30s_12,983.6543999999999,0.7938758730888367
wc2.0_bio_30s_12,991.464,0.7925330996513367
wc2.0_bio_30s_12,999.2736,0.7911838889122009
wc2.0_bio_30s_12,1007.0831999999999,0.7898282408714294
wc2.0_bio_30s_12,1014.8928,0.7884661555290222
wc2.0_bio_30s_12,1022.7023999999999,0.7870976328849792
wc2.0_bio_30s_12,1030.5120000000002,0.7857226133346558
wc2.0_bio_30s_12,1038.3216,0.7843411564826965
wc2.0_bio_30s_12,1046.1311999999998,0.7829533219337463
wc2.0_bio_30s_12,1053.9407999999999,0.7815589904785156
wc2.0_bio_30s_12,1061.7504,0.7801582217216492
wc2.0_bio_30s_12,1069.56,0.778751015663147
