variable,x,y
bol_treecover,-10.0,0.5300955176353455
bol_treecover,-9.76,0.5300955176353455
bol_treecover,-9.52,0.5300955176353455
bol_treecover,-9.28,0.5300955176353455
bol_treecover,-9.04,0.5300955176353455
bol_treecover,-8.8,0.5300955176353455
bol_treecover,-8.56,0.5300955176353455
bol_treecover,-8.32,0.5300955176353455
bol_treecover,-8.08,0.5300955176353455
bol_treecover,-7.84,0.5300955176353455
bol_treecover,-7.6,0.5300955176353455
bol_treecover,-7.359999999999999,0.5300955176353455
bol_treecover,-7.12,0.5300955176353455
bol_treecover,-6.88,0.5300955176353455
bol_treecover,-6.640000000000001,0.5300955176353455
bol_treecover,-6.4,0.5300955176353455
bol_treecover,-6.16,0.5300955176353455
bol_treecover,-5.92,0.5300955176353455
bol_treecover,-5.68,0.5300955176353455
bol_treecover,-5.44,0.5300955176353455
bol_treecover,-5.2,0.5300955176353455
bol_treecover,-4.96,0.5300955176353455
bol_treecover,-4.72,0.5300955176353455
bol_treecover,-4.48,0.5300955176353455
bol_treecover,-4.24,0.5300955176353455
bol_treecover,-4.0,0.5300955176353455
bol_treecover,-3.76,0.5300955176353455
bol_treecover,-3.5199999999999996,0.5300955176353455
bol_treecover,-3.2800000000000002,0.5300955176353455
bol_treecover,-3.04,0.5300955176353455
bol_treecover,-2.8,0.5300955176353455
bol_treecover,-2.5599999999999996,0.5300955176353455
bol_treecover,-2.3200000000000003,0.5300955176353455
bol_treecover,-2.08,0.5300955176353455
bol_treecover,-1.8399999999999999,0.5300955176353455
bol_treecover,-1.5999999999999996,0.5300955176353455
bol_treecover,-1.3599999999999994,0.5300955176353455
bol_treecover,-1.1199999999999992,0.5300955176353455
bol_treecover,-0.8800000000000008,0.5300955176353455
bol_treecover,-0.6400000000000006,0.5300955176353455
bol_treecover,-0.40000000000000036,0.5300955176353455
bol_treecover,-0.16000000000000014,0.5300955176353455
bol_treecover,0.08000000000000007,0.5300662517547607
bol_treecover,0.3200000000000003,0.5299784541130066
bol_treecover,0.5600000000000005,0.5298906564712524
bol_treecover,0.8000000000000007,0.5298028588294983
bol_treecover,1.0399999999999991,0.5297150611877441
bol_treecover,1.2799999999999994,0.52962726354599
bol_treecover,1.5199999999999996,0.5295394659042358
bol_treecover,1.7599999999999998,0.5294516682624817
bol_treecover,2.0,0.5293638706207275
bol_treecover,2.24,0.5292760133743286
bol_treecover,2.4800000000000004,0.5291882157325745
bol_treecover,2.7200000000000006,0.5291004180908203
bol_treecover,2.960000000000001,0.5290126204490662
bol_treecover,3.1999999999999993,0.5289247632026672
bol_treecover,3.4399999999999995,0.5288369655609131
bol_treecover,3.6799999999999997,0.5287491679191589
bol_treecover,3.92,0.52866131067276
bol_treecover,4.16,0.5285735130310059
bol_treecover,4.4,0.5284856557846069
bol_treecover,4.640000000000001,0.5283978581428528
bol_treecover,4.880000000000001,0.5283100008964539
bol_treecover,5.119999999999999,0.5282222032546997
bol_treecover,5.359999999999999,0.5281343460083008
bol_treecover,5.6,0.5280464887619019
bol_treecover,5.84,0.5279586911201477
bol_treecover,6.079999999999998,0.5278708338737488
bol_treecover,6.32,0.5277829766273499
bol_treecover,6.559999999999999,0.5276951789855957
bol_treecover,6.800000000000001,0.5276073217391968
bol_treecover,7.039999999999999,0.5275194644927979
bol_treecover,7.280000000000001,0.5274316072463989
bol_treecover,7.52,0.52734375
bol_treecover,7.760000000000002,0.5272559523582458
bol_treecover,8.0,0.5271680951118469
bol_treecover,8.239999999999998,0.527080237865448
bol_treecover,8.48,0.5269923806190491
bol_treecover,8.719999999999999,0.5269045233726501
bol_treecover,8.96,0.5268166661262512
bol_treecover,9.2,0.5267288088798523
bol_treecover,9.440000000000001,0.5266409516334534
bol_treecover,9.68,0.5265530943870544
bol_treecover,9.920000000000002,0.5264651775360107
bol_treecover,10.16,0.5263773202896118
bol_treecover,10.399999999999999,0.5262894630432129
bol_treecover,10.64,0.526201605796814
bol_treecover,10.879999999999999,0.526113748550415
bol_treecover,11.120000000000001,0.5260258316993713
bol_treecover,11.36,0.5259379744529724
bol_treecover,11.600000000000001,0.5258501172065735
bol_treecover,11.84,0.5257622003555298
bol_treecover,12.079999999999998,0.5256743431091309
bol_treecover,12.32,0.5255864858627319
bol_treecover,12.559999999999999,0.5254985690116882
bol_treecover,12.8,0.5254107117652893
bol_treecover,13.04,0.5253227949142456
bol_treecover,13.280000000000001,0.5252349376678467
bol_treecover,13.52,0.525147020816803
bol_treecover,13.760000000000002,0.525059163570404
bol_treecover,14.0,0.5249712467193604
bol_treecover,14.239999999999998,0.5248833298683167
bol_treecover,14.48,0.5247954726219177
bol_treecover,14.719999999999999,0.524707555770874
bol_treecover,14.96,0.5246196389198303
bol_treecover,15.2,0.5245317816734314
bol_treecover,15.440000000000001,0.5244438648223877
bol_treecover,15.68,0.524355947971344
bol_treecover,15.920000000000002,0.5242680311203003
bol_treecover,16.16,0.5241801738739014
bol_treecover,16.4,0.5240922570228577
bol_treecover,16.64,0.524004340171814
bol_treecover,16.88,0.5239164233207703
bol_treecover,17.12,0.5238285064697266
bol_treecover,17.36,0.5237405896186829
bol_treecover,17.6,0.5236526727676392
bol_treecover,17.84,0.5235647559165955
bol_treecover,18.08,0.5234768390655518
bol_treecover,18.32,0.5233889222145081
bol_treecover,18.56,0.5233010053634644
bol_treecover,18.8,0.5232130885124207
bol_treecover,19.04,0.523125171661377
bol_treecover,19.28,0.5230372548103333
bol_treecover,19.52,0.5229493379592896
bol_treecover,19.76,0.5228613615036011
bol_treecover,20.0,0.5227734446525574
bol_treecover,20.24,0.5226855278015137
bol_treecover,20.48,0.52259761095047
bol_treecover,20.72,0.5225096940994263
bol_treecover,20.96,0.5224217176437378
bol_treecover,21.2,0.5223338007926941
bol_treecover,21.44,0.5222458839416504
bol_treecover,21.68,0.5221579074859619
bol_treecover,21.92,0.5220699906349182
bol_treecover,22.159999999999997,0.5219820141792297
bol_treecover,22.4,0.521894097328186
bol_treecover,22.64,0.5218061208724976
bol_treecover,22.880000000000003,0.5217182040214539
bol_treecover,23.119999999999997,0.5216302275657654
bol_treecover,23.36,0.5215423107147217
bol_treecover,23.6,0.5214543342590332
bol_treecover,23.840000000000003,0.5213664174079895
bol_treecover,24.08,0.521278440952301
bol_treecover,24.32,0.5211905241012573
bol_treecover,24.560000000000002,0.5211025476455688
bol_treecover,24.799999999999997,0.5210145711898804
bol_treecover,25.04,0.5209266543388367
bol_treecover,25.28,0.5208386778831482
bol_treecover,25.520000000000003,0.5207507014274597
bol_treecover,25.759999999999998,0.5206627249717712
bol_treecover,26.0,0.5205748081207275
bol_treecover,26.240000000000002,0.5204868316650391
bol_treecover,26.479999999999997,0.5203988552093506
bol_treecover,26.72,0.5203108787536621
bol_treecover,26.96,0.5202229022979736
bol_treecover,27.200000000000003,0.5201349854469299
bol_treecover,27.439999999999998,0.5200470089912415
bol_treecover,27.68,0.519959032535553
bol_treecover,27.92,0.5198710560798645
bol_treecover,28.159999999999997,0.519783079624176
bol_treecover,28.4,0.5196951031684875
bol_treecover,28.64,0.5196071267127991
bol_treecover,28.880000000000003,0.5195191502571106
bol_treecover,29.119999999999997,0.5194311738014221
bol_treecover,29.36,0.5193431973457336
bol_treecover,29.6,0.5192552208900452
bol_treecover,29.840000000000003,0.5191671848297119
bol_treecover,30.08,0.5190792083740234
bol_treecover,30.32,0.518991231918335
bol_treecover,30.560000000000002,0.5189032554626465
bol_treecover,30.799999999999997,0.518815279006958
bol_treecover,31.04,0.5187273025512695
bol_treecover,31.28,0.5186392664909363
bol_treecover,31.520000000000003,0.5185512900352478
bol_treecover,31.759999999999998,0.5184633135795593
bol_treecover,32.0,0.5183753371238708
bol_treecover,32.24,0.5182873010635376
bol_treecover,32.48,0.5181993246078491
bol_treecover,32.72,0.5181113481521606
bol_treecover,32.96,0.5180233120918274
bol_treecover,33.2,0.5179353356361389
bol_treecover,33.44,0.5178473591804504
