variable,x,y
bol_flowaccum,-29385.2,0.30923187732696533
bol_flowaccum,-28679.9312,0.30923187732696533
bol_flowaccum,-27974.6624,0.30923187732696533
bol_flowaccum,-27269.3936,0.30923187732696533
bol_flowaccum,-26564.1248,0.30923187732696533
bol_flowaccum,-25858.856,0.30923187732696533
bol_flowaccum,-25153.5872,0.30923187732696533
bol_flowaccum,-24448.3184,0.30923187732696533
bol_flowaccum,-23743.0496,0.30923187732696533
bol_flowaccum,-23037.7808,0.30923187732696533
bol_flowaccum,-22332.512000000002,0.30923187732696533
bol_flowaccum,-21627.2432,0.30923187732696533
bol_flowaccum,-20921.9744,0.30923187732696533
bol_flowaccum,-20216.7056,0.30923187732696533
bol_flowaccum,-19511.4368,0.30923187732696533
bol_flowaccum,-18806.168,0.30923187732696533
bol_flowaccum,-18100.8992,0.30923187732696533
bol_flowaccum,-17395.630400000002,0.30923187732696533
bol_flowaccum,-16690.3616,0.30923187732696533
bol_flowaccum,-15985.0928,0.30923187732696533
bol_flowaccum,-15279.824,0.30923187732696533
bol_flowaccum,-14574.5552,0.30923187732696533
bol_flowaccum,-13869.286399999999,0.30923187732696533
bol_flowaccum,-13164.017600000001,0.30923187732696533
bol_flowaccum,-12458.748799999998,0.30923187732696533
bol_flowaccum,-11753.48,0.30923187732696533
bol_flowaccum,-11048.211200000002,0.30923187732696533
bol_flowaccum,-10342.9424,0.30923187732696533
bol_flowaccum,-9637.673599999998,0.30923187732696533
bol_flowaccum,-8932.404799999997,0.30923187732696533
bol_flowaccum,-8227.136000000002,0.30923187732696533
bol_flowaccum,-7521.867200000001,0.30923187732696533
bol_flowaccum,-6816.598399999999,0.30923187732696533
bol_flowaccum,-6111.329599999997,0.30923187732696533
bol_flowaccum,-5406.060799999999,0.30923187732696533
bol_flowaccum,-4700.792000000001,0.30923187732696533
bol_flowaccum,-3995.5231999999996,0.30923187732696533
bol_flowaccum,-3290.254399999998,0.30923187732696533
bol_flowaccum,-2584.9856,0.30923187732696533
bol_flowaccum,-1879.7167999999983,0.30923187732696533
bol_flowaccum,-1174.4480000000003,0.30923187732696533
bol_flowaccum,-469.1791999999987,0.30923187732696533
bol_flowaccum,236.08959999999934,0.4669135510921478
bol_flowaccum,941.358400000001,0.48510605096817017
bol_flowaccum,1646.6272000000026,0.5033313035964966
bol_flowaccum,2351.8960000000043,0.5215407609939575
bol_flowaccum,3057.1647999999986,0.5396864414215088
bol_flowaccum,3762.4336000000003,0.5577206611633301
bol_flowaccum,4467.702400000006,0.5755972862243652
bol_flowaccum,5172.971200000004,0.5932716727256775
bol_flowaccum,5878.240000000002,0.610701322555542
bol_flowaccum,6583.508800000007,0.6265076398849487
bol_flowaccum,7288.777599999998,0.6289846301078796
bol_flowaccum,7994.046400000003,0.6314484477043152
bol_flowaccum,8699.315200000001,0.6337283849716187
bol_flowaccum,9404.583999999999,0.6357362270355225
bol_flowaccum,10109.852800000004,0.6377330422401428
bol_flowaccum,10815.121600000002,0.6397188305854797
bol_flowaccum,11520.390400000008,0.6416934728622437
bol_flowaccum,12225.659200000006,0.6436570882797241
bol_flowaccum,12930.927999999996,0.6456095576286316
bol_flowaccum,13636.196800000002,0.6475509405136108
bol_flowaccum,14341.4656,0.6483139395713806
bol_flowaccum,15046.734400000005,0.6488394737243652
bol_flowaccum,15752.003200000003,0.6493583917617798
bol_flowaccum,16457.272,0.6498706936836243
bol_flowaccum,17162.540800000006,0.6503764390945435
bol_flowaccum,17867.809600000004,0.6508755683898926
bol_flowaccum,18573.078400000002,0.6513681411743164
bol_flowaccum,19278.3472,0.6518542170524597
bol_flowaccum,19983.615999999998,0.652333676815033
bol_flowaccum,20688.884800000003,0.6528066396713257
bol_flowaccum,21394.1536,0.6532731056213379
bol_flowaccum,22099.422400000007,0.6537330746650696
bol_flowaccum,22804.691200000005,0.654186487197876
bol_flowaccum,23509.960000000003,0.6546334624290466
bol_flowaccum,24215.2288,0.6550739407539368
bol_flowaccum,24920.4976,0.6555079817771912
bol_flowaccum,25625.766400000004,0.655935525894165
bol_flowaccum,26331.035200000002,0.656356692314148
bol_flowaccum,27036.304,0.6567713618278503
bol_flowaccum,27741.572800000005,0.6571796536445618
bol_flowaccum,28446.841600000003,0.6575815081596375
bol_flowaccum,29152.11040000001,0.6579769849777222
bol_flowaccum,29857.3792,0.6583660840988159
bol_flowaccum,30562.648000000005,0.6587487459182739
bol_flowaccum,31267.916800000003,0.6591250896453857
bol_flowaccum,31973.1856,0.6594950556755066
bol_flowaccum,32678.454400000006,0.6598586440086365
bol_flowaccum,33383.72320000001,0.6602159142494202
bol_flowaccum,34088.99200000001,0.6605668067932129
bol_flowaccum,34794.260800000004,0.6609114408493042
